reporting_month,ingestion_date,product_group,footprint,customer_type,churn_value,reporting_kpi,forecast_date
2025-08-01,2025-06-23,Broadband,UM,Regular,373,FORECAST,2025-08-01
2025-08-01,2025-06-23,DSL,DSL,Bad_Payer,108,FORECAST,2025-08-01
2025-08-01,2025-06-23,DSL,DSL,Irregular,131,FORECAST,2025-08-01
2025-08-01,2025-06-23,DSL,DSL,Move,28,FORECAST,2025-08-01
2025-08-01,2025-06-23,DSL,DSL,Regular,509,FORECAST,2025-08-01
2025-08-01,2025-06-23,Fiber,Fiber,Bad_Payer,104,FORECAST,2025-08-01
2025-08-01,2025-06-23,Fiber,Fiber,Irregular,71,FORECAST,2025-08-01
2025-08-01,2025-06-23,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-06-23,Fiber,Fiber,Regular,277,FORECAST,2025-08-01
2025-09-01,2025-06-23,Broadband,KD,Bad_Payer,50,FORECAST,2025-09-01
2025-09-01,2025-06-23,Broadband,KD,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-06-23,Broadband,KD,Regular,139,FORECAST,2025-09-01
2025-09-01,2025-06-23,Broadband,UM,Bad_Payer,26,FORECAST,2025-09-01
2025-09-01,2025-06-23,Broadband,UM,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-06-23,Broadband,UM,Move,0,FORECAST,2025-09-01
2025-09-01,2025-06-23,Broadband,UM,Regular,452,FORECAST,2025-09-01
2025-09-01,2025-06-23,DSL,DSL,Bad_Payer,117,FORECAST,2025-09-01
2025-09-01,2025-06-23,DSL,DSL,Irregular,147,FORECAST,2025-09-01
2025-09-01,2025-06-23,DSL,DSL,Move,36,FORECAST,2025-09-01
2025-09-01,2025-06-23,DSL,DSL,Regular,558,FORECAST,2025-09-01
2025-09-01,2025-06-23,Fiber,Fiber,Bad_Payer,109,FORECAST,2025-09-01
2025-09-01,2025-06-23,Fiber,Fiber,Irregular,71,FORECAST,2025-09-01
2025-09-01,2025-06-23,Fiber,Fiber,Move,0,FORECAST,2025-09-01
2025-09-01,2025-06-23,Fiber,Fiber,Regular,275,FORECAST,2025-09-01
2025-06-01,2025-06-30,Broadband,KD,Bad_Payer,25,ACTUAL,
2025-06-01,2025-06-30,Broadband,KD,Regular,40,ACTUAL,
2025-06-01,2025-06-30,Broadband,UM,Bad_Payer,15,ACTUAL,
2025-06-01,2025-06-30,Broadband,UM,Move,1,ACTUAL,
2025-06-01,2025-06-30,Broadband,UM,Regular,15,ACTUAL,
2025-06-01,2025-06-30,DSL,DSL,Bad_Payer,34,ACTUAL,
2025-06-01,2025-06-30,DSL,DSL,Irregular,5,ACTUAL,
2025-06-01,2025-06-30,DSL,DSL,Move,9,ACTUAL,
2025-06-01,2025-06-30,DSL,DSL,Regular,84,ACTUAL,
2025-06-01,2025-06-30,Fiber,Fiber,Bad_Payer,36,ACTUAL,
2025-06-01,2025-06-30,Fiber,Fiber,Irregular,11,ACTUAL,
2025-06-01,2025-06-30,Fiber,Fiber,Regular,113,ACTUAL,
2025-07-01,2025-06-30,Broadband,KD,Bad_Payer,50,FORECAST,2025-07-01
2025-07-01,2025-06-30,Broadband,KD,Irregular,0,FORECAST,2025-07-01
2025-07-01,2025-06-30,Broadband,KD,Regular,148,FORECAST,2025-07-01
2025-07-01,2025-06-30,Broadband,UM,Bad_Payer,28,FORECAST,2025-07-01
2025-07-01,2025-06-30,Broadband,UM,Irregular,0,FORECAST,2025-07-01
2025-07-01,2025-06-30,Broadband,UM,Move,0,FORECAST,2025-07-01
2025-07-01,2025-06-30,Broadband,UM,Regular,294,FORECAST,2025-07-01
2025-07-01,2025-06-30,DSL,DSL,Bad_Payer,100,FORECAST,2025-07-01
2025-07-01,2025-06-30,DSL,DSL,Irregular,114,FORECAST,2025-07-01
2025-07-01,2025-06-30,DSL,DSL,Move,21,FORECAST,2025-07-01
2025-07-01,2025-06-30,DSL,DSL,Regular,459,FORECAST,2025-07-01
2025-07-01,2025-06-30,Fiber,Fiber,Bad_Payer,99,FORECAST,2025-07-01
2025-07-01,2025-06-30,Fiber,Fiber,Irregular,70,FORECAST,2025-07-01
2025-07-01,2025-06-30,Fiber,Fiber,Move,0,FORECAST,2025-07-01
2025-07-01,2025-06-30,Fiber,Fiber,Regular,278,FORECAST,2025-07-01
2025-08-01,2025-06-30,Broadband,KD,Bad_Payer,50,FORECAST,2025-08-01
2025-08-01,2025-06-30,Broadband,KD,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-06-30,Broadband,KD,Regular,143,FORECAST,2025-08-01
2025-08-01,2025-06-30,Broadband,UM,Bad_Payer,27,FORECAST,2025-08-01
2025-08-01,2025-06-30,Broadband,UM,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-06-30,Broadband,UM,Move,0,FORECAST,2025-08-01
2025-08-01,2025-06-30,Broadband,UM,Regular,373,FORECAST,2025-08-01
2025-08-01,2025-06-30,DSL,DSL,Bad_Payer,108,FORECAST,2025-08-01
2025-08-01,2025-06-30,DSL,DSL,Irregular,131,FORECAST,2025-08-01
2025-08-01,2025-06-30,DSL,DSL,Move,28,FORECAST,2025-08-01
2025-08-01,2025-06-30,DSL,DSL,Regular,509,FORECAST,2025-08-01
2025-08-01,2025-06-30,Fiber,Fiber,Bad_Payer,104,FORECAST,2025-08-01
2025-08-01,2025-06-30,Fiber,Fiber,Irregular,71,FORECAST,2025-08-01
2025-08-01,2025-06-30,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-06-30,Fiber,Fiber,Regular,277,FORECAST,2025-08-01
2025-09-01,2025-06-30,Broadband,KD,Bad_Payer,50,FORECAST,2025-09-01
2025-09-01,2025-06-30,Broadband,KD,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-06-30,Broadband,KD,Regular,139,FORECAST,2025-09-01
2025-09-01,2025-06-30,Broadband,UM,Bad_Payer,26,FORECAST,2025-09-01
2025-09-01,2025-06-30,Broadband,UM,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-06-30,Broadband,UM,Move,0,FORECAST,2025-09-01
2025-09-01,2025-06-30,Broadband,UM,Regular,452,FORECAST,2025-09-01
2025-09-01,2025-06-30,DSL,DSL,Bad_Payer,117,FORECAST,2025-09-01
2025-09-01,2025-06-30,DSL,DSL,Irregular,147,FORECAST,2025-09-01
2025-09-01,2025-06-30,DSL,DSL,Move,36,FORECAST,2025-09-01
2025-09-01,2025-06-30,DSL,DSL,Regular,558,FORECAST,2025-09-01
2025-09-01,2025-06-30,Fiber,Fiber,Bad_Payer,109,FORECAST,2025-09-01
2025-09-01,2025-06-30,Fiber,Fiber,Irregular,71,FORECAST,2025-09-01
2025-09-01,2025-06-30,Fiber,Fiber,Move,0,FORECAST,2025-09-01
2025-09-01,2025-06-30,Fiber,Fiber,Regular,275,FORECAST,2025-09-01
2025-07-01,2025-07-07,Broadband,KD,Move,2,ACTUAL,
2025-07-01,2025-07-07,Broadband,KD,Regular,72,ACTUAL,
2025-07-01,2025-07-07,Broadband,UM,Bad_Payer,24,ACTUAL,
2025-07-01,2025-07-07,Broadband,UM,Irregular,7,ACTUAL,
2025-07-01,2025-07-07,Broadband,UM,Regular,49,ACTUAL,
2025-07-01,2025-07-07,DSL,DSL,Bad_Payer,14,ACTUAL,
2025-07-01,2025-07-07,DSL,DSL,Regular,23,ACTUAL,
2025-07-01,2025-07-07,Fiber,Fiber,Irregular,9,ACTUAL,
2025-07-01,2025-07-07,Fiber,Fiber,Move,1,ACTUAL,
2025-07-01,2025-07-07,Fiber,Fiber,Regular,39,ACTUAL,
2025-08-01,2025-07-07,Broadband,KD,Bad_Payer,32,FORECAST,2025-08-01
2025-08-01,2025-07-07,Broadband,KD,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-07-07,Broadband,KD,Regular,153,FORECAST,2025-08-01
2025-08-01,2025-07-07,Broadband,UM,Bad_Payer,31,FORECAST,2025-08-01
2025-08-01,2025-07-07,Broadband,UM,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-07-07,Broadband,UM,Move,0,FORECAST,2025-08-01
2025-08-01,2025-07-07,Broadband,UM,Regular,126,FORECAST,2025-08-01
2025-08-01,2025-07-07,DSL,DSL,Bad_Payer,83,FORECAST,2025-08-01
2025-08-01,2025-07-07,DSL,DSL,Irregular,69,FORECAST,2025-08-01
2025-08-01,2025-07-07,DSL,DSL,Move,21,FORECAST,2025-08-01
2025-08-01,2025-07-07,DSL,DSL,Regular,442,FORECAST,2025-08-01
2025-08-01,2025-07-07,Fiber,Fiber,Bad_Payer,78,FORECAST,2025-08-01
2025-08-01,2025-07-07,Fiber,Fiber,Irregular,76,FORECAST,2025-08-01
2025-08-01,2025-07-07,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-07-07,Fiber,Fiber,Regular,207,FORECAST,2025-08-01
2025-09-01,2025-07-07,Broadband,KD,Bad_Payer,28,FORECAST,2025-09-01
2025-09-01,2025-07-07,Broadband,KD,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-07-07,Broadband,KD,Regular,150,FORECAST,2025-09-01
2025-09-01,2025-07-07,Broadband,UM,Bad_Payer,30,FORECAST,2025-09-01
2025-09-01,2025-07-07,Broadband,UM,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-07-07,Broadband,UM,Move,0,FORECAST,2025-09-01
2025-09-01,2025-07-07,Broadband,UM,Regular,125,FORECAST,2025-09-01
2025-09-01,2025-07-07,DSL,DSL,Bad_Payer,87,FORECAST,2025-09-01
2025-09-01,2025-07-07,DSL,DSL,Irregular,73,FORECAST,2025-09-01
2025-09-01,2025-07-07,DSL,DSL,Move,28,FORECAST,2025-09-01
2025-09-01,2025-07-07,DSL,DSL,Regular,477,FORECAST,2025-09-01
2025-09-01,2025-07-07,Fiber,Fiber,Bad_Payer,79,FORECAST,2025-09-01
2025-09-01,2025-07-07,Fiber,Fiber,Irregular,77,FORECAST,2025-09-01
2025-09-01,2025-07-07,Fiber,Fiber,Move,0,FORECAST,2025-09-01
2025-09-01,2025-07-07,Fiber,Fiber,Regular,193,FORECAST,2025-09-01
2025-10-01,2025-07-07,Broadband,KD,Bad_Payer,24,FORECAST,2025-10-01
2025-10-01,2025-07-07,Broadband,KD,Irregular,0,FORECAST,2025-10-01
2025-10-01,2025-07-07,Broadband,KD,Regular,148,FORECAST,2025-10-01
2025-10-01,2025-07-07,Broadband,UM,Bad_Payer,30,FORECAST,2025-10-01
2025-10-01,2025-07-07,Broadband,UM,Irregular,0,FORECAST,2025-10-01
2025-10-01,2025-07-07,Broadband,UM,Move,0,FORECAST,2025-10-01
2025-10-01,2025-07-07,Broadband,UM,Regular,124,FORECAST,2025-10-01
2025-10-01,2025-07-07,DSL,DSL,Bad_Payer,90,FORECAST,2025-10-01
2025-10-01,2025-07-07,DSL,DSL,Irregular,76,FORECAST,2025-10-01
2025-10-01,2025-07-07,DSL,DSL,Move,36,FORECAST,2025-10-01
2025-10-01,2025-07-07,DSL,DSL,Regular,512,FORECAST,2025-10-01
2025-10-01,2025-07-07,Fiber,Fiber,Bad_Payer,79,FORECAST,2025-10-01
2025-10-01,2025-07-07,Fiber,Fiber,Irregular,78,FORECAST,2025-10-01
2025-10-01,2025-07-07,Fiber,Fiber,Move,0,FORECAST,2025-10-01
2025-10-01,2025-07-07,Fiber,Fiber,Regular,178,FORECAST,2025-10-01
2025-07-01,2025-07-14,Broadband,KD,Bad_Payer,18,ACTUAL,
2025-07-01,2025-07-14,Broadband,KD,Irregular,40,ACTUAL,
2025-07-01,2025-07-14,Broadband,KD,Regular,42,ACTUAL,
2025-07-01,2025-07-14,Broadband,UM,Irregular,10,ACTUAL,
2025-07-01,2025-07-14,DSL,DSL,Bad_Payer,30,ACTUAL,
2025-07-01,2025-07-14,DSL,DSL,Irregular,21,ACTUAL,
2025-07-01,2025-07-14,DSL,DSL,Regular,114,ACTUAL,
2025-07-01,2025-07-14,Fiber,Fiber,Bad_Payer,26,ACTUAL,
2025-07-01,2025-07-14,Fiber,Fiber,Irregular,26,ACTUAL,
2025-07-01,2025-07-14,Fiber,Fiber,Regular,42,ACTUAL,
2025-08-01,2025-07-14,Broadband,KD,Bad_Payer,32,FORECAST,2025-08-01
2025-08-01,2025-07-14,Broadband,KD,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-07-14,Broadband,KD,Regular,153,FORECAST,2025-08-01
2025-08-01,2025-07-14,Broadband,UM,Bad_Payer,31,FORECAST,2025-08-01
2025-08-01,2025-07-14,Broadband,UM,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-07-14,Broadband,UM,Move,0,FORECAST,2025-08-01
2025-08-01,2025-07-14,Broadband,UM,Regular,126,FORECAST,2025-08-01
2025-08-01,2025-07-14,DSL,DSL,Bad_Payer,83,FORECAST,2025-08-01
2025-08-01,2025-07-14,DSL,DSL,Irregular,69,FORECAST,2025-08-01
2025-08-01,2025-07-14,DSL,DSL,Move,21,FORECAST,2025-08-01
2025-08-01,2025-07-14,DSL,DSL,Regular,442,FORECAST,2025-08-01
2025-08-01,2025-07-14,Fiber,Fiber,Bad_Payer,78,FORECAST,2025-08-01
2025-08-01,2025-07-14,Fiber,Fiber,Irregular,76,FORECAST,2025-08-01
2025-08-01,2025-07-14,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-07-14,Fiber,Fiber,Regular,207,FORECAST,2025-08-01
2025-09-01,2025-07-14,Broadband,KD,Bad_Payer,28,FORECAST,2025-09-01
2025-09-01,2025-07-14,Broadband,KD,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-07-14,Broadband,KD,Regular,150,FORECAST,2025-09-01
2025-09-01,2025-07-14,Broadband,UM,Bad_Payer,30,FORECAST,2025-09-01
2025-09-01,2025-07-14,Broadband,UM,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-07-14,Broadband,UM,Move,0,FORECAST,2025-09-01
2025-09-01,2025-07-14,Broadband,UM,Regular,125,FORECAST,2025-09-01
2025-09-01,2025-07-14,DSL,DSL,Bad_Payer,87,FORECAST,2025-09-01
2025-09-01,2025-07-14,DSL,DSL,Irregular,73,FORECAST,2025-09-01
2025-09-01,2025-07-14,DSL,DSL,Move,28,FORECAST,2025-09-01
2025-09-01,2025-07-14,DSL,DSL,Regular,477,FORECAST,2025-09-01
2025-09-01,2025-07-14,Fiber,Fiber,Bad_Payer,79,FORECAST,2025-09-01
2025-09-01,2025-07-14,Fiber,Fiber,Irregular,77,FORECAST,2025-09-01
2025-09-01,2025-07-14,Fiber,Fiber,Move,0,FORECAST,2025-09-01
2025-09-01,2025-07-14,Fiber,Fiber,Regular,193,FORECAST,2025-09-01
2025-10-01,2025-07-14,Broadband,KD,Bad_Payer,24,FORECAST,2025-10-01
2025-10-01,2025-07-14,Broadband,KD,Irregular,0,FORECAST,2025-10-01
2025-10-01,2025-07-14,Broadband,KD,Regular,148,FORECAST,2025-10-01
2025-10-01,2025-07-14,Broadband,UM,Bad_Payer,30,FORECAST,2025-10-01
2025-10-01,2025-07-14,Broadband,UM,Irregular,0,FORECAST,2025-10-01
2025-10-01,2025-07-14,Broadband,UM,Move,0,FORECAST,2025-10-01
2025-10-01,2025-07-14,Broadband,UM,Regular,124,FORECAST,2025-10-01
2025-10-01,2025-07-14,DSL,DSL,Bad_Payer,90,FORECAST,2025-10-01
2025-10-01,2025-07-14,DSL,DSL,Irregular,76,FORECAST,2025-10-01
2025-10-01,2025-07-14,DSL,DSL,Move,36,FORECAST,2025-10-01
2025-10-01,2025-07-14,DSL,DSL,Regular,512,FORECAST,2025-10-01
2025-10-01,2025-07-14,Fiber,Fiber,Bad_Payer,79,FORECAST,2025-10-01
2025-10-01,2025-07-14,Fiber,Fiber,Irregular,78,FORECAST,2025-10-01
2025-10-01,2025-07-14,Fiber,Fiber,Move,0,FORECAST,2025-10-01
2025-10-01,2025-07-14,Fiber,Fiber,Regular,178,FORECAST,2025-10-01
2025-07-01,2025-07-21,Broadband,KD,Regular,36,ACTUAL,
2025-07-01,2025-07-21,Broadband,UM,Irregular,12,ACTUAL,
2025-07-01,2025-07-21,Broadband,UM,Regular,42,ACTUAL,
2025-07-01,2025-07-21,DSL,DSL,Bad_Payer,11,ACTUAL,
2025-07-01,2025-07-21,DSL,DSL,Irregular,5,ACTUAL,
2025-07-01,2025-07-21,DSL,DSL,Regular,165,ACTUAL,
2025-07-01,2025-07-21,Fiber,Fiber,Bad_Payer,28,ACTUAL,
2025-07-01,2025-07-21,Fiber,Fiber,Irregular,17,ACTUAL,
2025-07-01,2025-07-21,Fiber,Fiber,Regular,36,ACTUAL,
2025-08-01,2025-07-21,Broadband,KD,Bad_Payer,32,FORECAST,2025-08-01
2025-08-01,2025-07-21,Broadband,KD,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-07-21,Broadband,KD,Regular,153,FORECAST,2025-08-01
2025-08-01,2025-07-21,Broadband,UM,Bad_Payer,31,FORECAST,2025-08-01
2025-08-01,2025-07-21,Broadband,UM,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-07-21,Broadband,UM,Move,0,FORECAST,2025-08-01
2025-08-01,2025-07-21,Broadband,UM,Regular,126,FORECAST,2025-08-01
2025-08-01,2025-07-21,DSL,DSL,Bad_Payer,83,FORECAST,2025-08-01
2025-08-01,2025-07-21,DSL,DSL,Irregular,69,FORECAST,2025-08-01
2025-08-01,2025-07-21,DSL,DSL,Move,21,FORECAST,2025-08-01
2025-08-01,2025-07-21,DSL,DSL,Regular,442,FORECAST,2025-08-01
2025-08-01,2025-07-21,Fiber,Fiber,Bad_Payer,78,FORECAST,2025-08-01
2025-08-01,2025-07-21,Fiber,Fiber,Irregular,76,FORECAST,2025-08-01
2025-08-01,2025-07-21,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-07-21,Fiber,Fiber,Regular,207,FORECAST,2025-08-01
2025-09-01,2025-07-21,Broadband,KD,Bad_Payer,28,FORECAST,2025-09-01
2025-09-01,2025-07-21,Broadband,KD,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-07-21,Broadband,KD,Regular,150,FORECAST,2025-09-01
2025-09-01,2025-07-21,Broadband,UM,Bad_Payer,30,FORECAST,2025-09-01
2025-09-01,2025-07-21,Broadband,UM,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-07-21,Broadband,UM,Move,0,FORECAST,2025-09-01
2025-09-01,2025-07-21,Broadband,UM,Regular,125,FORECAST,2025-09-01
2025-09-01,2025-07-21,DSL,DSL,Bad_Payer,87,FORECAST,2025-09-01
2025-09-01,2025-07-21,DSL,DSL,Irregular,73,FORECAST,2025-09-01
2025-09-01,2025-07-21,DSL,DSL,Move,28,FORECAST,2025-09-01
2025-09-01,2025-07-21,DSL,DSL,Regular,477,FORECAST,2025-09-01
2025-09-01,2025-07-21,Fiber,Fiber,Bad_Payer,79,FORECAST,2025-09-01
2025-09-01,2025-07-21,Fiber,Fiber,Irregular,77,FORECAST,2025-09-01
2025-09-01,2025-07-21,Fiber,Fiber,Move,0,FORECAST,2025-09-01
2025-09-01,2025-07-21,Fiber,Fiber,Regular,193,FORECAST,2025-09-01
2025-10-01,2025-07-21,Broadband,KD,Bad_Payer,24,FORECAST,2025-10-01
2025-10-01,2025-07-21,Broadband,KD,Irregular,0,FORECAST,2025-10-01
2025-10-01,2025-07-21,Broadband,KD,Regular,148,FORECAST,2025-10-01
2025-10-01,2025-07-21,Broadband,UM,Bad_Payer,30,FORECAST,2025-10-01
2025-10-01,2025-07-21,Broadband,UM,Irregular,0,FORECAST,2025-10-01
2025-10-01,2025-07-21,Broadband,UM,Move,0,FORECAST,2025-10-01
2025-10-01,2025-07-21,Broadband,UM,Regular,124,FORECAST,2025-10-01
2025-10-01,2025-07-21,DSL,DSL,Bad_Payer,90,FORECAST,2025-10-01
2025-10-01,2025-07-21,DSL,DSL,Irregular,76,FORECAST,2025-10-01
2025-10-01,2025-07-21,DSL,DSL,Move,36,FORECAST,2025-10-01
2025-10-01,2025-07-21,DSL,DSL,Regular,512,FORECAST,2025-10-01
2025-10-01,2025-07-21,Fiber,Fiber,Bad_Payer,79,FORECAST,2025-10-01
2025-10-01,2025-07-21,Fiber,Fiber,Irregular,78,FORECAST,2025-10-01
2025-10-01,2025-07-21,Fiber,Fiber,Move,0,FORECAST,2025-10-01
2025-10-01,2025-07-21,Fiber,Fiber,Regular,178,FORECAST,2025-10-01
2025-07-01,2025-07-28,Broadband,KD,Regular,14,ACTUAL,
2025-07-01,2025-07-28,Broadband,UM,Bad_Payer,10,ACTUAL,
2025-07-01,2025-07-28,Broadband,UM,Irregular,8,ACTUAL,
2025-07-01,2025-07-28,DSL,DSL,Irregular,28,ACTUAL,
2025-07-01,2025-07-28,DSL,DSL,Regular,131,ACTUAL,
2025-07-01,2025-07-28,Fiber,Fiber,Irregular,27,ACTUAL,
2025-07-01,2025-07-28,Fiber,Fiber,Regular,40,ACTUAL,
2025-08-01,2025-07-28,Broadband,KD,Bad_Payer,32,FORECAST,2025-08-01
2025-08-01,2025-07-28,Broadband,KD,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-07-28,Broadband,KD,Regular,153,FORECAST,2025-08-01
2025-08-01,2025-07-28,Broadband,UM,Bad_Payer,31,FORECAST,2025-08-01
2025-08-01,2025-07-28,Broadband,UM,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-07-28,Broadband,UM,Move,0,FORECAST,2025-08-01
2025-08-01,2025-07-28,Broadband,UM,Regular,126,FORECAST,2025-08-01
2025-08-01,2025-07-28,DSL,DSL,Bad_Payer,83,FORECAST,2025-08-01
2025-08-01,2025-07-28,DSL,DSL,Irregular,69,FORECAST,2025-08-01
2025-08-01,2025-07-28,DSL,DSL,Move,21,FORECAST,2025-08-01
2025-08-01,2025-07-28,DSL,DSL,Regular,442,FORECAST,2025-08-01
2025-08-01,2025-07-28,Fiber,Fiber,Bad_Payer,78,FORECAST,2025-08-01
2025-08-01,2025-07-28,Fiber,Fiber,Irregular,76,FORECAST,2025-08-01
2025-08-01,2025-07-28,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-07-28,Fiber,Fiber,Regular,207,FORECAST,2025-08-01
2025-09-01,2025-07-28,Broadband,KD,Bad_Payer,28,FORECAST,2025-09-01
2025-09-01,2025-07-28,Broadband,KD,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-07-28,Broadband,KD,Regular,150,FORECAST,2025-09-01
2025-09-01,2025-07-28,Broadband,UM,Bad_Payer,30,FORECAST,2025-09-01
2025-09-01,2025-07-28,Broadband,UM,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-07-28,Broadband,UM,Move,0,FORECAST,2025-09-01
2025-09-01,2025-07-28,Broadband,UM,Regular,125,FORECAST,2025-09-01
2025-09-01,2025-07-28,DSL,DSL,Bad_Payer,87,FORECAST,2025-09-01
2025-09-01,2025-07-28,DSL,DSL,Irregular,73,FORECAST,2025-09-01
2025-09-01,2025-07-28,DSL,DSL,Move,28,FORECAST,2025-09-01
2025-09-01,2025-07-28,DSL,DSL,Regular,477,FORECAST,2025-09-01
2025-09-01,2025-07-28,Fiber,Fiber,Bad_Payer,79,FORECAST,2025-09-01
2025-09-01,2025-07-28,Fiber,Fiber,Irregular,77,FORECAST,2025-09-01
2025-09-01,2025-07-28,Fiber,Fiber,Move,0,FORECAST,2025-09-01
2025-09-01,2025-07-28,Fiber,Fiber,Regular,193,FORECAST,2025-09-01
2025-10-01,2025-07-28,Broadband,KD,Bad_Payer,24,FORECAST,2025-10-01
2025-10-01,2025-07-28,Broadband,KD,Irregular,0,FORECAST,2025-10-01
2025-10-01,2025-07-28,Broadband,KD,Regular,148,FORECAST,2025-10-01
2025-10-01,2025-07-28,Broadband,UM,Bad_Payer,30,FORECAST,2025-10-01
2025-10-01,2025-07-28,Broadband,UM,Irregular,0,FORECAST,2025-10-01
2025-10-01,2025-07-28,Broadband,UM,Move,0,FORECAST,2025-10-01
2025-10-01,2025-07-28,Broadband,UM,Regular,124,FORECAST,2025-10-01
2025-10-01,2025-07-28,DSL,DSL,Bad_Payer,90,FORECAST,2025-10-01
2025-10-01,2025-07-28,DSL,DSL,Irregular,76,FORECAST,2025-10-01
2025-10-01,2025-07-28,DSL,DSL,Move,36,FORECAST,2025-10-01
2025-10-01,2025-07-28,DSL,DSL,Regular,512,FORECAST,2025-10-01
2025-10-01,2025-07-28,Fiber,Fiber,Bad_Payer,79,FORECAST,2025-10-01
2025-10-01,2025-07-28,Fiber,Fiber,Irregular,78,FORECAST,2025-10-01
2025-10-01,2025-07-28,Fiber,Fiber,Move,0,FORECAST,2025-10-01
2025-10-01,2025-07-28,Fiber,Fiber,Regular,178,FORECAST,2025-10-01
2025-08-01,2025-08-04,Broadband,KD,Irregular,13,ACTUAL,
2025-08-01,2025-08-04,Broadband,KD,Move,12,ACTUAL,
2025-08-01,2025-08-04,Broadband,KD,Regular,22,ACTUAL,
2025-08-01,2025-08-04,Broadband,UM,Move,6,ACTUAL,
2025-08-01,2025-08-04,DSL,DSL,Bad_Payer,30,ACTUAL,
2025-08-01,2025-08-04,DSL,DSL,Irregular,19,ACTUAL,
2025-08-01,2025-08-04,DSL,DSL,Move,5,ACTUAL,
2025-08-01,2025-08-04,DSL,DSL,Regular,42,ACTUAL,
2025-08-01,2025-08-04,Fiber,Fiber,Bad_Payer,13,ACTUAL,
2025-08-01,2025-08-04,Fiber,Fiber,Irregular,24,ACTUAL,
2025-08-01,2025-08-04,Fiber,Fiber,Regular,107,ACTUAL,
2025-09-01,2025-08-04,Broadband,KD,Bad_Payer,15,FORECAST,2025-09-01
2025-09-01,2025-08-04,Broadband,KD,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-08-04,Broadband,KD,Regular,147,FORECAST,2025-09-01
2025-09-01,2025-08-04,Broadband,UM,Bad_Payer,18,FORECAST,2025-09-01
2025-09-01,2025-08-04,Broadband,UM,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-08-04,Broadband,UM,Move,0,FORECAST,2025-09-01
2025-09-01,2025-08-04,Broadband,UM,Regular,127,FORECAST,2025-09-01
2025-09-01,2025-08-04,DSL,DSL,Bad_Payer,60,FORECAST,2025-09-01
2025-09-01,2025-08-04,DSL,DSL,Irregular,68,FORECAST,2025-09-01
2025-09-01,2025-08-04,DSL,DSL,Move,0,FORECAST,2025-09-01
2025-09-01,2025-08-04,DSL,DSL,Regular,423,FORECAST,2025-09-01
2025-09-01,2025-08-04,Fiber,Fiber,Bad_Payer,71,FORECAST,2025-09-01
2025-09-01,2025-08-04,Fiber,Fiber,Irregular,65,FORECAST,2025-09-01
2025-09-01,2025-08-04,Fiber,Fiber,Move,0,FORECAST,2025-09-01
2025-09-01,2025-08-04,Fiber,Fiber,Regular,245,FORECAST,2025-09-01
2025-10-01,2025-08-04,Broadband,KD,Bad_Payer,9,FORECAST,2025-10-01
2025-10-01,2025-08-04,Broadband,KD,Irregular,0,FORECAST,2025-10-01
2025-10-01,2025-08-04,Broadband,KD,Regular,144,FORECAST,2025-10-01
2025-10-01,2025-08-04,Broadband,UM,Bad_Payer,15,FORECAST,2025-10-01
2025-10-01,2025-08-04,Broadband,UM,Irregular,0,FORECAST,2025-10-01
2025-10-01,2025-08-04,Broadband,UM,Move,0,FORECAST,2025-10-01
2025-10-01,2025-08-04,Broadband,UM,Regular,126,FORECAST,2025-10-01
2025-10-01,2025-08-04,DSL,DSL,Bad_Payer,60,FORECAST,2025-10-01
2025-10-01,2025-08-04,DSL,DSL,Irregular,71,FORECAST,2025-10-01
2025-10-01,2025-08-04,DSL,DSL,Move,0,FORECAST,2025-10-01
2025-10-01,2025-08-04,DSL,DSL,Regular,449,FORECAST,2025-10-01
